"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Ontology"
"GO:0031641","regulation of myelination","4/272","65/28832",0.0615384615384615,6.52307692307692,4.35036490857797,0.00334079084536716,0.0287045346099483,0.02050354759099,"Akt1/Cdh2/Mtmr2/S100b",4,"BP"
"GO:1902653","secondary alcohol biosynthetic process","4/272","65/28832",0.0615384615384615,6.52307692307692,4.35036490857797,0.00334079084536716,0.0287045346099483,0.02050354759099,"Ces1c/Erlin2/Lpcat3/Sod1",4,"BP"
"GO:0071605","monocyte chemotactic protein-1 production","3/272","32/28832",0.09375,9.9375,4.93662346968202,0.00336445232466934,0.0287664786781631,0.0205477940199211,"Apod/Erbin/Hmgb1",3,"BP"
"GO:0071637","regulation of monocyte chemotactic protein-1 production","3/272","32/28832",0.09375,9.9375,4.93662346968202,0.00336445232466934,0.0287664786781631,0.0205477940199211,"Apod/Erbin/Hmgb1",3,"BP"
"GO:0010959","regulation of metal ion transport","11/272","442/28832",0.0248868778280543,2.63800904977376,3.38672504013997,0.00339024519802814,0.0289163108719619,0.0206548186262407,"Akt1/Akt2/Akt3/Atp2a1/Camk2a/Cav1/Fxyd2/Lgals3/Mylk/Sri/Vamp2",11,"BP"
"GO:0009063","amino acid catabolic process","5/272","107/28832",0.0467289719626168,4.95327102803738,3.99810010062146,0.00350326290512374,0.0296918925919493,0.0212088139068663,"Gcat/Hal/Hsd17b10/Kyat3/Scly",5,"BP"
"GO:0071677","positive regulation of mononuclear cell migration","5/272","107/28832",0.0467289719626168,4.95327102803738,3.99810010062146,0.00350326290512374,0.0296918925919493,0.0212088139068663,"C1qbp/Hmgb1/Lgals3/Ptk2/Thbs1",5,"BP"
"GO:0099504","synaptic vesicle cycle","8/272","261/28832",0.0306513409961686,3.24904214559387,3.56197059973034,0.00350664902501432,0.0296918925919493,0.0212088139068663,"Atp6ap1/Camk2a/Cdh2/Dnm2/Fbxl20/Rock1/Tor1a/Vamp2",8,"BP"
"GO:1905953","negative regulation of lipid localization","4/272","66/28832",0.0606060606060606,6.42424242424242,4.30533078268145,0.00353036067888798,0.029820462062974,0.0213006506254797,"Akt1/Akt2/Ces1c/Thbs1",4,"BP"
"GO:0042254","ribosome biogenesis","9/272","320/28832",0.028125,2.98125,3.47804847828472,0.00354478197824403,0.0298701266937817,0.0213361258956832,"C1qbp/Eif5b/Exosc10/Exosc8/Ran/Rps19/Rps23/Rps7/Rps9",9,"BP"
"GO:0010927","cellular component assembly involved in morphogenesis","6/272","155/28832",0.0387096774193548,4.10322580645161,3.78048546493598,0.00361625784538072,0.030326267830447,0.0216619458969796,"Cd9/Mtmr2/Mybpc2/Myh11/Myl9/Tpm1",6,"BP"
"GO:0032989","cellular anatomical entity morphogenesis","6/272","155/28832",0.0387096774193548,4.10322580645161,3.78048546493598,0.00361625784538072,0.030326267830447,0.0216619458969796,"Cd9/Mtmr2/Mybpc2/Myh11/Myl9/Tpm1",6,"BP"
"GO:0042274","ribosomal small subunit biogenesis","5/272","108/28832",0.0462962962962963,4.90740740740741,3.97020852631933,0.00364558653412278,0.0304990816024578,0.0217853861633678,"Exosc10/Rps19/Rps23/Rps7/Rps9",5,"BP"
"GO:0010875","positive regulation of cholesterol efflux","3/272","33/28832",0.0909090909090909,9.63636363636364,4.84433746987317,0.00367533856610393,0.0305288811535996,0.0218066718773962,"Abca8a/Cav1/Ces1c",3,"BP"
"GO:0050996","positive regulation of lipid catabolic process","3/272","33/28832",0.0909090909090909,9.63636363636364,4.84433746987317,0.00367533856610393,0.0305288811535996,0.0218066718773962,"Akt2/Apoh/Prkcd",3,"BP"
"GO:1990000","amyloid fibril formation","3/272","33/28832",0.0909090909090909,9.63636363636364,4.84433746987317,0.00367533856610393,0.0305288811535996,0.0218066718773962,"Cd36/Cstb/Fus",3,"BP"
"GO:0032006","regulation of TOR signaling","6/272","156/28832",0.0384615384615385,4.07692307692308,3.76058020663669,0.00373185851219663,0.0307098047939748,0.0219359049940858,"Akt1/Akt3/Csnk1a1/Rraga/Rragc/Usp4",6,"BP"
"GO:0050657","nucleic acid transport","6/272","156/28832",0.0384615384615385,4.07692307692308,3.76058020663669,0.00373185851219663,0.0307098047939748,0.0219359049940858,"Alyref/G3bp2/Rae1/Ran/Ssb/Xpo5",6,"BP"
"GO:0050658","RNA transport","6/272","156/28832",0.0384615384615385,4.07692307692308,3.76058020663669,0.00373185851219663,0.0307098047939748,0.0219359049940858,"Alyref/G3bp2/Rae1/Ran/Ssb/Xpo5",6,"BP"
"GO:0032409","regulation of transporter activity","7/272","208/28832",0.0336538461538462,3.56730769230769,3.62643277762893,0.00373224679366294,0.0307098047939748,0.0219359049940858,"Atp2a1/Cav1/Cttnbp2nl/Fxyd2/Prkcd/Sri/Vamp2",7,"BP"
"GO:0044248","cellular catabolic process","9/272","323/28832",0.0278637770897833,2.95356037151703,3.44565911395989,0.00376727452631572,0.0307274253043386,0.0219484912623438,"Acaa1a/Akt1/Akt2/Gcat/Hal/Hsd17b10/Kyat3/Mtmr2/Scly",9,"BP"
"GO:0031125","rRNA 3'-end processing","2/272","10/28832",0.2,21.2,6.23482855890596,0.00379589583399322,0.0307274253043386,0.0219484912623438,"Exosc10/Exosc8",2,"BP"
"GO:0032769","negative regulation of monooxygenase activity","2/272","10/28832",0.2,21.2,6.23482855890596,0.00379589583399322,0.0307274253043386,0.0219484912623438,"Cav1/Gla",2,"BP"
"GO:0045743","positive regulation of fibroblast growth factor receptor signaling pathway","2/272","10/28832",0.2,21.2,6.23482855890596,0.00379589583399322,0.0307274253043386,0.0219484912623438,"Dstyk/Nptn",2,"BP"
"GO:0051918","negative regulation of fibrinolysis","2/272","10/28832",0.2,21.2,6.23482855890596,0.00379589583399322,0.0307274253043386,0.0219484912623438,"Apoh/Thbs1",2,"BP"
"GO:0071447","cellular response to hydroperoxide","2/272","10/28832",0.2,21.2,6.23482855890596,0.00379589583399322,0.0307274253043386,0.0219484912623438,"Cd36/Prkcd",2,"BP"
"GO:0071638","negative regulation of monocyte chemotactic protein-1 production","2/272","10/28832",0.2,21.2,6.23482855890596,0.00379589583399322,0.0307274253043386,0.0219484912623438,"Apod/Erbin",2,"BP"
"GO:0016236","macroautophagy","9/272","325/28832",0.0276923076923077,2.93538461538462,3.42427322956787,0.0039215856028279,0.031671558552169,0.0226228823034171,"Abi2/Ei24/Gaa/Lamp2/Pip4k2c/Scoc/Ubxn6/Ufc1/Vamp8",9,"BP"
"GO:0014910","regulation of smooth muscle cell migration","5/272","110/28832",0.0454545454545455,4.81818181818182,3.91544215613572,0.00394259918619051,0.0317679017375765,0.0226916999001457,"Cav1/Fga/Gna13/Ptk2/Tpm1",5,"BP"
"GO:0010565","regulation of ketone metabolic process","6/272","159/28832",0.0377358490566038,4,3.70184689736688,0.00409513433364562,0.032845607258621,0.0234615011437496,"Akt1/Akt2/Cav1/Ces1c/Erlin2/Nucb2",6,"BP"
"GO:0051236","establishment of RNA localization","6/272","159/28832",0.0377358490566038,4,3.70184689736688,0.00409513433364562,0.032845607258621,0.0234615011437496,"Alyref/G3bp2/Rae1/Ran/Ssb/Xpo5",6,"BP"
"GO:0044091","membrane biogenesis","4/272","69/28832",0.0579710144927536,6.14492753623188,4.17562914845187,0.00414263667079556,0.0330748868442285,0.0236252747411629,"Banf1/Cav1/Cdh2/Emp2",4,"BP"
"GO:1905517","macrophage migration","4/272","69/28832",0.0579710144927536,6.14492753623188,4.17562914845187,0.00414263667079556,0.0330748868442285,0.0236252747411629,"Cd9/Lgals3/Ptk2/Thbs1",4,"BP"
"GO:0043604","amide biosynthetic process","6/272","160/28832",0.0375,3.975,3.68258831608003,0.00422184579847174,0.0336305119755255,0.0240221558081128,"Abca8a/Dcakd/Mpc2/Pam/Prkcd/Smpd2",6,"BP"
"GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","5/272","112/28832",0.0446428571428571,4.73214285714286,3.8619820968597,0.00425653128812447,0.0337530383550369,0.0241096759678228,"Cadm3/Cdh2/Nptn/Palld/Ret",5,"BP"
"GO:0036503","ERAD pathway","5/272","112/28832",0.0446428571428571,4.73214285714286,3.8619820968597,0.00425653128812447,0.0337530383550369,0.0241096759678228,"Cav1/Erlin2/Rcn3/Tor1a/Ubxn6",5,"BP"
"GO:0032369","negative regulation of lipid transport","3/272","35/28832",0.0857142857142857,9.08571428571429,4.6710443809927,0.00434827989802959,0.0341224926391369,0.0243735758568012,"Akt1/Akt2/Thbs1",3,"BP"
"GO:0040036","regulation of fibroblast growth factor receptor signaling pathway","3/272","35/28832",0.0857142857142857,9.08571428571429,4.6710443809927,0.00434827989802959,0.0341224926391369,0.0243735758568012,"Dstyk/Nptn/Thbs1",3,"BP"
"GO:0150117","positive regulation of cell-substrate junction organization","3/272","35/28832",0.0857142857142857,9.08571428571429,4.6710443809927,0.00434827989802959,0.0341224926391369,0.0243735758568012,"Cfl1/Dusp3/Rock1",3,"BP"
"GO:0006940","regulation of smooth muscle contraction","4/272","70/28832",0.0571428571428571,6.05714285714286,4.13408978570247,0.00436166834706726,0.0341224926391369,0.0243735758568012,"Calca/Cav1/Gucy1a1/Sod1",4,"BP"
"GO:0061077","chaperone-mediated protein folding","4/272","70/28832",0.0571428571428571,6.05714285714286,4.13408978570247,0.00436166834706726,0.0341224926391369,0.0243735758568012,"Fkbp11/Pdcd5/Ptges3/Tor1a",4,"BP"
"GO:0097479","synaptic vesicle localization","4/272","70/28832",0.0571428571428571,6.05714285714286,4.13408978570247,0.00436166834706726,0.0341224926391369,0.0243735758568012,"Cdh2/Dnm2/Dpysl2/Tor1a",4,"BP"
"GO:0050807","regulation of synapse organization","10/272","393/28832",0.0254452926208651,2.6972010178117,3.30603617705111,0.00438697525950935,0.0342438671484469,0.0244602732396985,"Abi2/Akt1/Camk1/Cdh2/Cfl1/Gna13/Pdlim5/Podxl/Ptk2/Rock1",10,"BP"
"GO:0019217","regulation of fatty acid metabolic process","5/272","113/28832",0.0442477876106195,4.69026548672566,3.83572426517404,0.00442000370085542,0.034272179472043,0.0244804966323489,"Akt1/Akt2/Cav1/Erlin2/Nucb2",5,"BP"
"GO:0052547","regulation of peptidase activity","5/272","113/28832",0.0442477876106195,4.69026548672566,3.83572426517404,0.00442000370085542,0.034272179472043,0.0244804966323489,"Akt1/Cav1/Cstb/Ecm1/Rcn3",5,"BP"
"GO:0090316","positive regulation of intracellular protein transport","5/272","113/28832",0.0442477876106195,4.69026548672566,3.83572426517404,0.00442000370085542,0.034272179472043,0.0244804966323489,"Camk1/Pdcd5/Prkcd/Ran/Vamp2",5,"BP"
"GO:2000377","regulation of reactive oxygen species metabolic process","6/272","162/28832",0.037037037037037,3.92592592592593,3.64453555512156,0.00448392932380851,0.0346651651729522,0.024761204929162,"Akt1/Cd36/Eif5a/Prkcd/Sod1/Thbs1",6,"BP"
"GO:0016126","sterol biosynthetic process","4/272","71/28832",0.0563380281690141,5.97183098591549,4.09334870985151,0.00458837512376267,0.0346651651729522,0.024761204929162,"Ces1c/Erlin2/Lpcat3/Sod1",4,"BP"
"GO:0070372","regulation of ERK1 and ERK2 cascade","9/272","333/28832",0.027027027027027,2.86486486486487,3.34033386296452,0.00458896345227808,0.0346651651729522,0.024761204929162,"C3/Cav1/Cd36/Dstyk/Dusp3/Eif3a/Fga/Hmgb1/Nptn",9,"BP"
"GO:0000338","protein deneddylation","2/272","11/28832",0.181818181818182,19.2727272727273,5.91534931278827,0.00461063883451767,0.0346651651729522,0.024761204929162,"Cops4/Tor1a",2,"BP"
"GO:0010749","regulation of nitric oxide mediated signal transduction","2/272","11/28832",0.181818181818182,19.2727272727273,5.91534931278827,0.00461063883451767,0.0346651651729522,0.024761204929162,"Gucy1a1/Thbs1",2,"BP"
"GO:0014062","regulation of serotonin secretion","2/272","11/28832",0.181818181818182,19.2727272727273,5.91534931278827,0.00461063883451767,0.0346651651729522,0.024761204929162,"Lgals3/Maob",2,"BP"
"GO:0015671","oxygen transport","2/272","11/28832",0.181818181818182,19.2727272727273,5.91534931278827,0.00461063883451767,0.0346651651729522,0.024761204929162,"Bpgm/Mb",2,"BP"
"GO:0030388","fructose 1,6-bisphosphate metabolic process","2/272","11/28832",0.181818181818182,19.2727272727273,5.91534931278827,0.00461063883451767,0.0346651651729522,0.024761204929162,"Aldoa/Aldoart2",2,"BP"
"GO:0044571","[2Fe-2S] cluster assembly","2/272","11/28832",0.181818181818182,19.2727272727273,5.91534931278827,0.00461063883451767,0.0346651651729522,0.024761204929162,"Bola2/Ndufab1",2,"BP"
"GO:0071028","nuclear mRNA surveillance","2/272","11/28832",0.181818181818182,19.2727272727273,5.91534931278827,0.00461063883451767,0.0346651651729522,0.024761204929162,"Exosc10/Exosc8",2,"BP"
"GO:0071044","histone mRNA catabolic process","2/272","11/28832",0.181818181818182,19.2727272727273,5.91534931278827,0.00461063883451767,0.0346651651729522,0.024761204929162,"Exosc10/Ssb",2,"BP"
"GO:0075522","IRES-dependent viral translational initiation","2/272","11/28832",0.181818181818182,19.2727272727273,5.91534931278827,0.00461063883451767,0.0346651651729522,0.024761204929162,"Eif3a/Ssb",2,"BP"
"GO:0086064","cell communication by electrical coupling involved in cardiac conduction","2/272","11/28832",0.181818181818182,19.2727272727273,5.91534931278827,0.00461063883451767,0.0346651651729522,0.024761204929162,"Cav1/Sri",2,"BP"
"GO:0090331","negative regulation of platelet aggregation","2/272","11/28832",0.181818181818182,19.2727272727273,5.91534931278827,0.00461063883451767,0.0346651651729522,0.024761204929162,"Cd9/Prkcd",2,"BP"
"GO:0098876","vesicle-mediated transport to the plasma membrane","6/272","163/28832",0.0368098159509202,3.90184049079755,3.6257367599109,0.00461937860182892,0.0346651651729522,0.024761204929162,"Arl3/Atp6ap1/Camk2a/Dnm2/Mylk/Vamp2",6,"BP"
"GO:0005980","glycogen catabolic process","3/272","36/28832",0.0833333333333333,8.83333333333333,4.58951695924619,0.00471086458324468,0.0352006270248005,0.0251436834368862,"Gaa/Hmgb1/Pygm",3,"BP"
"GO:0008210","estrogen metabolic process","3/272","36/28832",0.0833333333333333,8.83333333333333,4.58951695924619,0.00471086458324468,0.0352006270248005,0.0251436834368862,"Hsd17b10/Plekha1/Sult1a1",3,"BP"
"GO:0009411","response to UV","6/272","164/28832",0.0365853658536585,3.8780487804878,3.60708669231922,0.00475781773811404,0.0353433319838005,0.0252456170845864,"Akt1/Crip1/Ei24/Mfap4/Pold3/Prkcd",6,"BP"
"GO:1904950","negative regulation of establishment of protein localization","6/272","164/28832",0.0365853658536585,3.8780487804878,3.60708669231922,0.00475781773811404,0.0353433319838005,0.0252456170845864,"Apod/Cd36/Coro2b/Ei24/Fbn1/Ptpmt1",6,"BP"
"GO:0010595","positive regulation of endothelial cell migration","5/272","115/28832",0.0434782608695652,4.60869565217391,3.78411952861219,0.00476028291803547,0.0353433319838005,0.0252456170845864,"Akt1/Akt3/Hmgb1/Rhoj/Thbs1",5,"BP"
"GO:0045444","fat cell differentiation","8/272","275/28832",0.0290909090909091,3.08363636363636,3.38818556453406,0.00479022714906224,0.0354903058056581,0.0253505999659337,"Akt1/Fabp4/Fbn1/Mb/Nucb2/Ptgr3/Tgfb1i1/Trio",8,"BP"
"GO:0050994","regulation of lipid catabolic process","4/272","72/28832",0.0555555555555556,5.88888888888889,4.05337867127459,0.00482287797861675,0.0355814436523687,0.0254156994076339,"Akt1/Akt2/Apoh/Prkcd",4,"BP"
"GO:0099024","plasma membrane invagination","4/272","72/28832",0.0555555555555556,5.88888888888889,4.05337867127459,0.00482287797861675,0.0355814436523687,0.0254156994076339,"C3/Cd36/Spire2/Thbs1",4,"BP"
"GO:1900180","regulation of protein localization to nucleus","6/272","165/28832",0.0363636363636364,3.85454545454545,3.58858316429618,0.00489928538577904,0.0360690547243564,0.0257639982724735,"Akt1/Apod/Cd36/Ei24/Prkcd/Ran",6,"BP"
"GO:0031346","positive regulation of cell projection organization","11/272","465/28832",0.0236559139784946,2.50752688172043,3.19830620543666,0.00494012790391301,0.0362933346218147,0.0259242006103175,"Abi2/Apbb1/Camk1/Cdc42ep2/Cfl1/Coro1c/Dnm2/Nme2/Nptn/Ret/Rpl4",11,"BP"
"GO:0050803","regulation of synapse structure or activity","10/272","401/28832",0.0249376558603491,2.64339152119701,3.23409195559326,0.00504105009222696,0.0367849099472507,0.0262753311273801,"Abi2/Akt1/Camk1/Cdh2/Cfl1/Gna13/Pdlim5/Podxl/Ptk2/Rock1",10,"BP"
"GO:0062012","regulation of small molecule metabolic process","10/272","401/28832",0.0249376558603491,2.64339152119701,3.23409195559326,0.00504105009222696,0.0367849099472507,0.0262753311273801,"Akt1/Akt2/Cav1/Ces1c/Erlin2/Hmgb1/Lpcat3/Mtch2/Nucb2/Sod1",10,"BP"
"GO:0045806","negative regulation of endocytosis","4/272","73/28832",0.0547945205479452,5.80821917808219,4.01415371964218,0.00506529638608493,0.0367849099472507,0.0262753311273801,"Cav1/Hmgb1/Lgals3/Mtmr2",4,"BP"
"GO:0001953","negative regulation of cell-matrix adhesion","3/272","37/28832",0.0810810810810811,8.5945945945946,4.51109652559329,0.00509119142535583,0.0367849099472507,0.0262753311273801,"Apod/Coro1c/Thbs1",3,"BP"
"GO:0009251","glucan catabolic process","3/272","37/28832",0.0810810810810811,8.5945945945946,4.51109652559329,0.00509119142535583,0.0367849099472507,0.0262753311273801,"Gaa/Hmgb1/Pygm",3,"BP"
"GO:0034063","stress granule assembly","3/272","37/28832",0.0810810810810811,8.5945945945946,4.51109652559329,0.00509119142535583,0.0367849099472507,0.0262753311273801,"Atxn2l/G3bp2/Rps23",3,"BP"
"GO:0090317","negative regulation of intracellular protein transport","3/272","37/28832",0.0810810810810811,8.5945945945946,4.51109652559329,0.00509119142535583,0.0367849099472507,0.0262753311273801,"Apod/Cd36/Ei24",3,"BP"
"GO:0099637","neurotransmitter receptor transport","3/272","37/28832",0.0810810810810811,8.5945945945946,4.51109652559329,0.00509119142535583,0.0367849099472507,0.0262753311273801,"Camk2a/Mylk/Vamp2",3,"BP"
"GO:0038202","TORC1 signaling","5/272","117/28832",0.0427350427350427,4.52991452991453,3.73368705453458,0.00511876791340089,0.0368319575991006,0.0263089370987661,"Akt1/Csnk1a1/Rraga/Rragc/Usp4",5,"BP"
"GO:0071346","cellular response to type II interferon","5/272","117/28832",0.0427350427350427,4.52991452991453,3.73368705453458,0.00511876791340089,0.0368319575991006,0.0263089370987661,"Camk2a/Casp1/Cdc42ep2/Stx8/Vamp8",5,"BP"
"GO:0006874","intracellular calcium ion homeostasis","9/272","339/28832",0.0265486725663717,2.8141592920354,3.2789997318077,0.00514512515977994,0.036869882548669,0.0263360267561644,"Atp2a1/Calca/Cav1/Ghitm/Nptn/Nucb2/Pygm/S100b/Sri",9,"BP"
"GO:0016032","viral process","9/272","339/28832",0.0265486725663717,2.8141592920354,3.2789997318077,0.00514512515977994,0.036869882548669,0.0263360267561644,"Banf1/Cav1/Cfl1/Eef1a1/Eif3a/Eif3l/Hmgb1/Ssb/Vamp8",9,"BP"
"GO:0016525","negative regulation of angiogenesis","5/272","118/28832",0.0423728813559322,4.49152542372881,3.70889525096483,0.0053049967127736,0.0376299023212668,0.0268789061927867,"Apoh/Cd36/Pf4/Rock1/Thbs1",5,"BP"
"GO:0019395","fatty acid oxidation","5/272","118/28832",0.0423728813559322,4.49152542372881,3.70889525096483,0.0053049967127736,0.0376299023212668,0.0268789061927867,"Acaa1a/Akt1/Akt2/Hsd17b10/Nucb2",5,"BP"
"GO:0045862","positive regulation of proteolysis","7/272","222/28832",0.0315315315315315,3.34234234234234,3.41903172826966,0.00530820901400261,0.0376299023212668,0.0268789061927867,"Akt1/Cav1/Cfl1/Csnk1a1/Ptk2/Rcn3/Tgfb1i1",7,"BP"
"GO:0034394","protein localization to cell surface","4/272","74/28832",0.0540540540540541,5.72972972972973,3.97564912503527,0.00531574828330163,0.0376299023212668,0.0268789061927867,"Akt1/Emp2/Tor1a/Usp4",4,"BP"
"GO:0045185","maintenance of protein location","4/272","74/28832",0.0540540540540541,5.72972972972973,3.97564912503527,0.00531574828330163,0.0376299023212668,0.0268789061927867,"Akt1/Cav1/Fbn1/Sun1",4,"BP"
"GO:0055117","regulation of cardiac muscle contraction","4/272","74/28832",0.0540540540540541,5.72972972972973,3.97564912503527,0.00531574828330163,0.0376299023212668,0.0268789061927867,"Atp2a1/Cav1/Smtn/Sri",4,"BP"
"GO:1903522","regulation of blood circulation","8/272","280/28832",0.0285714285714286,3.02857142857143,3.32878891127656,0.00532678421928206,0.0376318473026856,0.0268802954861379,"Akt1/Atp2a1/Cav1/Fga/Gaa/Smtn/Sri/Tpm1",8,"BP"
"GO:0034504","protein localization to nucleus","9/272","341/28832",0.0263929618768328,2.79765395894428,3.25885203487003,0.00534168613734059,0.0376610411739517,0.0269011485651723,"Akt1/Apod/Cd36/Cfl1/Ei24/Prkcd/Ran/Sun1/Tor1a",9,"BP"
"GO:0051345","positive regulation of hydrolase activity","7/272","223/28832",0.031390134529148,3.32735426008969,3.40485632737645,0.00543730353765912,0.0377021870373945,0.0269305389099641,"Akt1/Akt2/Apoh/Coro1c/Prkcd/Rcn3/Rock1",7,"BP"
"GO:0071560","cellular response to transforming growth factor beta stimulus","8/272","281/28832",0.0284697508896797,3.01779359430605,3.31706850242233,0.00543939383600083,0.0377021870373945,0.0269305389099641,"Cav1/Dnm2/Fbn1/Pdcd5/Ptk2/Tab1/Tgfb1i1/Thbs1",8,"BP"
"GO:0001666","response to hypoxia","9/272","342/28832",0.0263157894736842,2.78947368421053,3.24883270202407,0.00544212345200353,0.0377021870373945,0.0269305389099641,"Akt1/Casp1/Cav1/Fndc1/Mb/Ndrg1/Ptgis/Pygm/Txn2",9,"BP"
"GO:0014912","negative regulation of smooth muscle cell migration","3/272","38/28832",0.0789473684210526,8.36842105263158,4.43558020240054,0.00548949522753212,0.0377021870373945,0.0269305389099641,"Cav1/Gna13/Tpm1",3,"BP"
"GO:0097242","amyloid-beta clearance","3/272","38/28832",0.0789473684210526,8.36842105263158,4.43558020240054,0.00548949522753212,0.0377021870373945,0.0269305389099641,"C3/Cd36/Rock1",3,"BP"
"GO:0010660","regulation of muscle cell apoptotic process","5/272","119/28832",0.0420168067226891,4.45378151260504,3.68437866870714,0.00549596742862316,0.0377021870373945,0.0269305389099641,"Apoh/Camk2a/Cav1/Eif5a/Fndc1",5,"BP"
"GO:0042542","response to hydrogen peroxide","5/272","119/28832",0.0420168067226891,4.45378151260504,3.68437866870714,0.00549596742862316,0.0377021870373945,0.0269305389099641,"Cfl1/Mb/Plekha1/Prkcd/Sod1",5,"BP"
"GO:0097530","granulocyte migration","6/272","169/28832",0.0355029585798817,3.76331360946746,3.51599225658657,0.00549621420560248,0.0377021870373945,0.0269305389099641,"C1qbp/Emp2/Lgals3/Pf4/Ptk2/Thbs1",6,"BP"
"GO:0006182","cGMP biosynthetic process","2/272","12/28832",0.166666666666667,17.6666666666667,5.63543685547462,0.00549846021992313,0.0377021870373945,0.0269305389099641,"Gucy1a1/Gucy1b1",2,"BP"
"GO:0010649","regulation of cell communication by electrical coupling","2/272","12/28832",0.166666666666667,17.6666666666667,5.63543685547462,0.00549846021992313,0.0377021870373945,0.0269305389099641,"Cav1/Sri",2,"BP"
"GO:0036151","phosphatidylcholine acyl-chain remodeling","2/272","12/28832",0.166666666666667,17.6666666666667,5.63543685547462,0.00549846021992313,0.0377021870373945,0.0269305389099641,"Lpcat3/Mboat2",2,"BP"
"GO:0036295","cellular response to increased oxygen levels","2/272","12/28832",0.166666666666667,17.6666666666667,5.63543685547462,0.00549846021992313,0.0377021870373945,0.0269305389099641,"Atp6ap1/Cav1",2,"BP"
"GO:0044557","relaxation of smooth muscle","2/272","12/28832",0.166666666666667,17.6666666666667,5.63543685547462,0.00549846021992313,0.0377021870373945,0.0269305389099641,"Gucy1a1/Sod1",2,"BP"
"GO:0140052","cellular response to oxidised low-density lipoprotein particle stimulus","2/272","12/28832",0.166666666666667,17.6666666666667,5.63543685547462,0.00549846021992313,0.0377021870373945,0.0269305389099641,"Akt1/Cd36",2,"BP"
"GO:0050727","regulation of inflammatory response","10/272","407/28832",0.0245700245700246,2.6044226044226,3.18127302886959,0.00558002772421852,0.0381866085158359,0.0272765594594099,"C3/Casp1/Fabp4/Lpcat3/Pf4/Ptgis/Rps19/Sod1/Tnc/Vamp8",10,"BP"
"GO:2000181","negative regulation of blood vessel morphogenesis","5/272","120/28832",0.0416666666666667,4.41666666666667,3.66013171648266,0.00569174301428691,0.0388750494550026,0.0277683103883693,"Apoh/Cd36/Pf4/Rock1/Thbs1",5,"BP"
"GO:0015931","nucleobase-containing compound transport","7/272","226/28832",0.0309734513274336,3.28318584070796,3.36280836006947,0.00583873419298698,0.039801273826268,0.0284299091822265,"Abcc4/Alyref/G3bp2/Rae1/Ran/Ssb/Xpo5",7,"BP"
"GO:1901343","negative regulation of vasculature development","5/272","121/28832",0.0413223140495868,4.3801652892562,3.63614896314442,0.00589238613842359,0.0400257352320873,0.0285902411708512,"Apoh/Cd36/Pf4/Rock1/Thbs1",5,"BP"
"GO:0030488","tRNA methylation","3/272","39/28832",0.0769230769230769,8.15384615384615,4.36278332607939,0.00590599925071692,0.0400257352320873,0.0285902411708512,"Akt1/Hsd17b10/Thumpd3",3,"BP"
"GO:0034110","regulation of homotypic cell-cell adhesion","3/272","39/28832",0.0769230769230769,8.15384615384615,4.36278332607939,0.00590599925071692,0.0400257352320873,0.0285902411708512,"Cd9/F11r/Prkcd",3,"BP"
"GO:0015711","organic anion transport","11/272","477/28832",0.0230607966457023,2.44444444444444,3.10441955259631,0.00594674835577629,0.0402239439074462,0.0287318209269207,"Abcc4/Akt1/Akt2/Arl6ip1/Cd36/Ces1c/Dpysl2/Fabp4/Mpc2/Prkcd/Thbs1",11,"BP"
"GO:0001837","epithelial to mesenchymal transition","6/272","172/28832",0.0348837209302326,3.69767441860465,3.46298705079468,0.00597760357225327,0.0402768394839493,0.028769604050212,"Emp2/Mcrip1/Pef1/Ptk2/Rock1/Tgfb1i1",6,"BP"
"GO:0007043","cell-cell junction assembly","6/272","172/28832",0.0348837209302326,3.69767441860465,3.46298705079468,0.00597760357225327,0.0402768394839493,0.028769604050212,"Abi2/Cav1/Cd9/Cdh2/F11r/Rock1",6,"BP"
"GO:0014909","smooth muscle cell migration","5/272","122/28832",0.040983606557377,4.34426229508197,3.61242513179842,0.00609795917016498,0.0410087754193595,0.0292924233012176,"Cav1/Fga/Gna13/Ptk2/Tpm1",5,"BP"
"GO:0006635","fatty acid beta-oxidation","4/272","77/28832",0.051948051948052,5.50649350649351,3.86422699185227,0.00611646055445029,0.041054246754151,0.0293249033149016,"Acaa1a/Akt1/Akt2/Hsd17b10",4,"BP"
"GO:0007249","canonical NF-kappaB signal transduction","8/272","288/28832",0.0277777777777778,2.94444444444444,3.23645498043646,0.0062793520244978,0.0419965556142953,0.0299979912023005,"Akt1/Casp1/Cav1/Cd36/Lurap1/Rel/Rock1/S100b",8,"BP"
"GO:0003300","cardiac muscle hypertrophy","5/272","123/28832",0.040650406504065,4.30894308943089,3.58895509418698,0.00630852416449815,0.0419965556142953,0.0299979912023005,"Mlip/Pdlim5/Ptk2/Rock1/Sorbs2",5,"BP"
"GO:1903076","regulation of protein localization to plasma membrane","5/272","123/28832",0.040650406504065,4.30894308943089,3.58895509418698,0.00630852416449815,0.0419965556142953,0.0299979912023005,"Akt1/Camk2a/Lgals3/Stx8/Vamp8",5,"BP"
